"","Protein","channel1","channel10","channel11","channel12","channel13","channel14","channel15","channel16","channel2","channel3","channel4","channel5","channel6","channel7","channel8","channel9"
"2463","P28827;P28827-2",15.3219770825748,15.2438441198259,15.2153957993689,15.2971075970281,15.2566223356084,15.0681910133013,15.1938678332053,15.4006538892075,15.1652164351589,15.3980947248939,15.1971117179308,15.4784410301564,15.3937686607344,15.3189405740785,15.1932514946513,15.160920139057
"2464","P28838-2;P28838",16.3539671357252,15.5584212894189,15.5490635659711,15.5601843635942,15.6065695320229,15.5472357377485,15.5506586520654,15.5585153178669,16.2977527721933,16.3894849430742,16.3278258332801,16.4160721397329,16.3658199918969,16.1859890852635,16.1353390367156,15.6050683554163
"2465","P29034",17.128302683277,16.8912324430825,16.5823530124109,16.5285116830725,16.5904761936544,16.6757012621828,16.7455104685779,16.6555677622523,17.2036907970884,16.9987309334812,16.8594883782038,17.1426833949107,17.202998524843,16.7548584137849,17.0710678806574,16.9080008177688
"2466","P29083",15.3428964844031,15.9919709822112,15.957220417782,16.0246638359588,16.0353221596659,16.0832272152272,16.1178835342921,16.015693249588,15.3794631195384,15.4355018218517,15.4445504624548,15.3206388667362,15.3927527764365,15.4368158703722,15.4561728812565,15.9128104906777
"2467","P29084",14.5710469013425,14.4551836295029,14.5445876552219,14.5856983483308,14.6271167553653,14.4937154758041,14.4191513151338,14.6623691139879,14.5893847068952,14.7540330527808,14.7268179212178,14.6563435350567,14.6247404564939,14.7666399610793,14.5931777623174,14.5659605334663
"2468","P29144",16.1493798211585,15.9187076891263,15.8719662754167,15.8344163291172,15.8556522895273,15.8117574255937,15.8489753697139,15.8598975499898,16.1472954533079,16.1089729716242,16.1928930044282,16.1475533284013,16.2029808164831,16.198646483743,16.2243749370963,15.8618809370571
"2469","P29218-3;P29218",16.1491532659839,15.8899075782271,15.8973440091842,15.8332820447587,15.9372188528117,15.7531672340684,15.9000052734643,15.8085334665988,15.9857304001219,16.0930501644209,15.8969467247452,16.1334267574644,15.9614028964607,16.1049762913989,15.9263176257716,15.7631198366143
"2470","P29218-3;P29218;P29218-2",16.3868042796957,16.1450973346963,16.024397656879,15.9822486897677,15.9538333204345,15.8937005707372,16.0313628887523,15.9947036404814,16.3144365969124,16.2864444845796,16.0840460751269,16.343489805936,16.2097164610976,16.2772190429657,16.1730636011028,16.0520045120071
"2471","P29279",14.9645671516923,15.1313786357031,14.8700760061295,14.8036042054136,14.9436692269045,14.7958476280551,14.6357733302467,14.9089866213384,15.0008083599164,15.0565617502426,14.9699904631847,15.8121571963927,15.8043832451557,15.8914907087657,15.636361021366,14.9359630074069
"2472","P29279;P29279-2",15.2782181070995,14.9628998952575,14.9785924601398,14.9433832650829,14.9919880691401,14.911251714963,14.8787492503241,14.8663409404433,15.3993567315959,15.1466626006337,15.2248575454785,15.8665686833093,15.8472613771841,15.7602619397812,15.7297858990193,15.1094168940311
"2473","P29317",15.6276323425575,16.1530051261019,16.1424556112039,16.1972306228588,16.1467591142301,16.2408718472834,16.0603548997288,16.1647828103872,15.8621080876319,15.8348532706242,16.0024265819462,15.6428353514785,15.9264632567664,15.7027765835192,16.0995858787112,16.1598573151015
"2474","P29317;P29317-2",15.0971476357318,14.9854395302923,15.0220811267868,15.1018189492221,15.121450306575,15.1079512001519,15.0169605379436,14.9986066489243,15.1226326705588,15.0438231745842,15.2597730739865,15.0558778679983,15.1559724673443,15.054298229609,15.2156260372318,15.0294993823363
"2475","P29323-2;P29323-3",15.4288146059668,15.4651780220587,15.6351769440561,15.6191529330454,15.5738510972847,15.5455299871645,15.5973676081485,15.5713846361973,15.3213233050015,15.5519781216869,15.2795390918267,15.4495877256114,15.5591492623325,15.57147445894,15.2721170659584,15.4968532480617
"2476","P29323-2;P29323-3;P29323",15.8390555683676,15.5132736357692,15.4764249182985,15.5203726108516,15.5176397947968,15.4483477786974,15.4881897538421,15.5285582990052,15.8913528948056,15.8887532963713,15.9667052344638,15.8073595165305,16.0066056564333,15.7166760238394,16.0246255786479,15.7608488482094
"2477","P29323-2;P29323-3;P29323;Q15375-2;Q15375-4;Q15375",16.4104993671717,16.2465723577768,16.1716637513875,16.2143755547927,16.1076229460579,16.2310761777026,16.1555812210147,16.1656613925026,16.70608189125,16.6438839705456,16.5754212188201,16.4918838393798,16.5528585959197,16.3107772295033,16.6440291107001,16.4500029530473
"2478","P29353-2;P29353-7;P29353;P29353-6",15.242637821328,15.6602151789968,15.7388437960905,15.6510854335152,15.6543450511128,15.7129080334016,15.7535914143046,15.8806834200892,14.9308563351553,15.1455102105651,14.6744228190237,15.3295661686802,14.6233621893887,15.0891701599696,14.8215788526999,15.6304780321652
"2479","P29353-2;P29353-7;P29353;P29353-6;P29353-5;P29353-3",14.7450164067665,14.8683162508476,14.8563122528581,14.8446160889116,14.9625749166906,14.87948156762,14.8893768384973,14.8443849849608,14.6883248999838,14.6717432742122,14.677908861091,14.743874066064,14.7693417465224,14.8343554833885,14.6516212655094,14.768472315883
"2480","P29353-2;P29353-7;P29353;P29353-6;P29353-5;P29353-3;P98077",17.1367005677497,16.2518305418126,16.1841559900085,16.4437308416721,16.3634700424268,16.4242295664632,16.379977922825,16.3878624863459,16.9481191837823,17.165190605789,16.8047264344723,17.1394577562704,16.9471665476777,16.8229648551476,16.9310745480665,16.3302719503393
"2481","P29372-5;P29372-4;P29372-2;P29372",14.5097168112282,14.3325511496172,14.4126025945027,14.3859503998125,14.5163870935584,14.3779426687864,14.3960810461548,14.2299106246435,14.6930531092481,14.5526480894889,14.8458008260501,14.691299044789,14.6581301653096,14.4585818376407,14.5756265038324,14.7167159878682
"2482","P29401;P29401-2",16.8474569045067,16.2478549196675,16.1634466171919,16.158212162631,16.1248449851269,16.162871537589,16.188488065477,16.176318892066,16.9093772237688,16.8523595597307,16.8032554021812,16.9067320821104,16.8668522365203,16.6387618867661,16.7569033007729,16.2538901470903
"2483","P29508-2;P48594;P29508",14.9487208339761,14.1657203523479,14.1547123972458,13.9861485019476,14.3408915610362,14.0244390610596,14.103555630276,13.9370172088126,14.9648736941956,14.6378803092443,15.1039576719596,15.2997467053855,15.039655844638,15.0850254539644,14.9696461337687,14.2544094084146
"2484","P29558-2",11.8509001755352,12.0575369063704,11.8144132921419,12.0158672796685,11.958021441444,11.8832723959048,12.0179768281603,12.1948620585438,11.6578776439352,12.2883510815438,12.2726828539294,11.9175945178337,11.8532536749956,11.684593574218,12.239075377155,12.1300233560581
"2485","P29558-2;P29558",15.7277046696953,15.4269751136711,15.3003968936322,15.3279679368082,15.1778845794127,15.4733194283459,15.0998785808025,15.3020314380365,15.6351727027961,15.7704202807761,15.5646452382712,15.8959713874623,15.5673890170123,15.5642006565099,15.6405626796927,15.5720143817871
"2486","P29558-2;P29558;Q6XE24-3;Q6XE24-4;Q6XE24-5;Q6XE24-2;Q6XE24",15.4632732262772,15.5214472255257,15.5653077249396,15.6215444338477,15.6351725730625,15.6757938648915,15.515020249335,15.3988167753622,15.4755980666848,15.4967048227029,15.6507015788314,15.7199211549084,15.5108188940074,15.4808982222911,15.5005549340387,15.7015085754518
"2487","P29590-12;P29590-11;P29590-13",14.5584695836436,15.176277487635,15.3558751833421,15.2272894765968,15.22272842272,15.369201225501,15.2590984793932,15.2386063453335,14.7071439226598,14.6763870849903,14.9585743739156,14.7938880925611,14.7184663556029,14.7571534493656,14.9780389040353,15.0073080276219
"2488","P29590-5;P29590;P29590-4;P29590-2;P29590-9;P29590-3;P29590-8",13.6651630660241,13.9894401941863,13.9339163039194,14.0525013822186,13.8567824033966,13.8734747600558,13.9778536463452,14.0358475081214,13.6381386323465,13.9759087703161,13.7347521627423,13.7940476624454,13.815975404204,13.5294087414737,13.6378367937853,14.0048785509507
"2489","P29692-2",14.5226092885388,14.3401032861412,14.6429850872359,14.55018660651,14.6091901685478,14.7001892673035,14.5186476686359,14.5976043664305,14.7128615743187,14.4251998305219,14.8480303547588,14.4461355531983,14.4560088645069,14.8168061165898,14.6416554137212,14.7197276447058
"2490","P29692-3",13.702949010199,13.0535709755145,13.3795638900783,13.1645430942841,14.0440496746455,13.7784280632635,13.2911560282738,13.3370841311963,13.6770957492182,13.2553680062264,14.527464688344,13.845152505165,12.9819416434516,15.1350569918801,13.4847661806046,13.2112115133627
"2491","P29692-4",14.5713805417662,15.0212892961607,14.9941636301134,14.932594482805,15.2907295259247,15.2061460393018,15.0044172656845,15.1711494089957,14.8396700724752,14.6959122247575,15.2260015599834,14.8698534851298,14.6454196950177,15.6270146324815,14.5584158750609,15.0781698540699
"2492","P29762",15.1039409164246,16.2669592983533,16.1759213952369,16.2710464657631,16.1576511152224,16.2601461643693,16.364855226888,16.2312443193842,15.4964396920869,15.3957152256948,15.4673117589604,15.2233261203992,15.3988130878527,15.3722238726628,15.4938443077373,16.2272174321313
"2493","P29966",15.2166500957201,14.6750382277074,14.803094265124,14.7206722132258,14.715734683617,14.6847574058269,14.7976901835797,14.7024095881409,15.1375389709798,15.3154721017604,15.0341912373054,15.4083282306484,15.1681843804027,15.1134121437775,15.074863369068,14.7956541553567
"2494","P29992",14.9957352420218,14.9811809694342,14.9827029155608,14.9677852147518,15.0050590681501,15.1267650782943,15.0011888487551,15.0547570187323,15.1143330810306,15.0801147161425,15.3281832133359,15.0022950574322,15.1499560931003,15.035083938831,15.3018218078848,15.0869440204885
"2495","P29992;O95837",15.37568179772,15.3485659642587,15.3457909816774,15.4467005883789,15.4540636504914,15.4812368537163,15.3729872215109,15.2995564818408,15.4368559611645,15.4977582526761,15.8046555366748,15.4908208019435,15.6406991547809,15.7269839747258,15.7355457232042,15.3239581640149
"2496","P29992;Q5H9U9",16.1497470268875,16.2181137805427,16.2389502474532,16.485056897702,16.2270475253099,16.3628643530217,16.1942530283075,16.3904150469445,16.3423005373424,16.2313752563374,16.6313490606769,16.0624862931183,16.5392567404925,16.3179015678934,16.5357281612508,16.1936588330382
"2497","P30038-2;P30038",15.0224732633315,14.8846288001989,15.1079773333142,15.0462845832141,14.930599448533,14.8036841286884,14.9629334348171,15.0397183714586,14.9805456754741,15.3304027167047,15.1134257914873,15.2243276754573,15.1042031171409,15.2110391343161,15.142579374272,14.8682021666583
"2498","P30038-2;P30038;P30038-3",14.9252757695191,14.3962678978196,14.3978703858484,14.4970907444174,14.4295464763561,14.5194839145251,14.3226427646775,14.5327034836469,14.8830207291427,14.9160863537737,15.1135728814275,14.7967350482525,14.9286902873898,15.0691742420258,15.0584825716894,14.2599674231863
"2499","P30039",17.0026146591306,16.4623166033611,16.302102334334,16.4871630974794,16.3626092458375,16.2682356559457,16.2868875310921,16.3369439207835,17.0493894770901,17.0528316543299,16.9507062697501,17.0556418245524,17.0391338403385,16.991845458299,16.8418683328178,16.2849532523482
"2500","P30039;P30039-2",14.7865039806965,14.1439305153528,14.0955258195855,13.9777879053719,14.0351229675482,13.9455879831693,14.0764377070258,14.0066310552751,14.6160279721577,14.8149912713026,14.6228869889125,14.8134014841138,14.6210531947106,14.5544929988983,14.5625282886243,14.1105706422929
"2501","P30040",16.7959948627317,16.5021245459616,16.4542061825391,16.4721360428661,16.441521708554,16.4510490749459,16.4487683721971,16.4113438491181,16.871092866787,16.7238227089943,16.7260404203899,16.7960335471685,16.8464986374955,16.6719430835817,16.7078606375324,16.4684277166651
"2502","P30041",16.174564631364,16.1594352830706,16.1516241547203,16.1274570217983,16.0924305772745,16.1071553691793,16.0340159296308,16.1813702990919,16.2876077858631,16.1868820785488,16.2603192544771,16.186180401331,16.2358371262933,16.1311549489378,16.1950634715987,16.0599981905615
"2503","P30043",15.5500477320299,15.5286514630337,15.4473399436084,15.4112603115956,15.3446777516924,15.325938680821,15.4145115650584,15.4125436012929,15.7042938087874,15.70138864308,15.6568112817691,15.6335168692415,15.8115483751215,15.4176268815155,15.7103413181132,15.5977304633197
"2504","P30044-2;P30044",17.5504193697954,17.4754976686457,17.4825411816273,17.4283728370214,17.3583429732271,17.2710116898949,17.4362908031023,17.4966938065047,17.6220080007199,17.6856678300335,17.5309722323861,17.5351476585273,17.7531728818204,17.3058786455658,17.5426832970967,17.5619494553123
"2505","P30044-2;P30044;P30044-3",19.0117756856713,18.5844563782225,18.62729584142,18.5417139701746,18.4880049679893,18.5176573677312,18.5830495349974,18.5701017380898,18.9223355249014,18.9742606119881,18.8905944502585,19.0479233908788,18.9205702711742,18.9072057095172,18.819427061097,18.6566394070803
"2506","P30044-2;P30044;P30044-3;P30044-4",16.6585541888978,16.5337257371513,16.3418782095921,16.4067880449986,16.3683388714491,16.3843744546165,16.3522370808818,16.4484015006456,16.9085227674408,16.6720691775825,16.6797961329178,16.7892246122968,16.6973752854325,16.6132090190296,16.6504765374426,16.5172505208939
"2507","P30046-2;P30046;A6NHG4",15.6838884450963,15.2009529486162,15.2945181305978,15.3483795296548,15.3343612704015,15.2566581185398,15.317858899814,15.3290968900494,15.4899563247447,15.8437874263241,15.7060533334018,15.9840371402617,15.381394743778,15.7080949167004,15.4474627679818,15.1977186529441
"2508","P30047-2;P30047",13.7765018774421,14.0027656356947,14.1279265419159,14.220559599349,14.0509057206125,14.1067779845545,14.3112567524207,14.0280669258397,13.5113122518406,14.1773139147625,13.8596250092993,13.9214828026311,13.9980812526862,14.2978688552559,13.8030013383546,13.7715648465919
"2509","P30048-2;P30048",16.4109986368886,16.3350720830842,16.3016946363803,16.3483714436589,16.3320212335231,16.250835432004,16.2581361672808,16.2239066379025,16.2487510673758,16.3650387005859,16.4623943494758,16.423492803921,16.3598801006945,16.4146929083374,16.244137372934,16.2758156725889
"2510","P30049",15.600640306039,15.3478920467309,15.3943968827565,15.3809622446644,15.3975756631184,15.2615262483079,15.2418007258217,15.288550136835,15.5528309284104,15.3778417541496,15.5049245201115,15.2760945067534,15.334022382401,15.538417767965,15.3267798151902,15.3877499777974
"2511","P30050",17.4671969431531,16.4503366306239,16.3560627057047,16.5474357279896,16.610230351027,16.5328225797657,16.3408900097942,16.501393841447,17.3438585819861,17.4895455017588,17.3319314203257,17.6415547282668,17.3847194605554,17.4036946555164,17.3101733486074,16.5019608554158
"2512","P30050;P30050-2",16.4897254066779,15.7030440426379,15.603032294176,15.8446940618353,15.6830852728331,15.7013829425394,15.5729712997388,15.623397676032,16.4505975948644,16.5094531634843,16.3540056550898,16.4363977134495,16.3706111762243,16.3009932967238,16.4519137205613,15.7178684161502
"2513","P30084",16.3246058601016,16.4221809977656,16.3395354283482,16.2890886404621,16.3712223889867,16.342461482898,16.3417482687572,16.3149077662345,16.3165554245125,16.3384811961297,16.5321254217092,16.4294210269257,16.516981036738,16.4061347984964,16.6060226107413,16.3782286293293
"2514","P30085;P30085-2",15.317816368648,15.4432176339308,15.2148404158205,15.2583835473229,15.3317145482523,15.2928071119994,15.3718390558428,15.4217831899868,15.4704684050692,15.4175560197977,15.4831969515341,15.2561480324636,15.3976423570132,15.2506282583253,15.3990437562353,15.4490243516158
"2515","P30085;P30085-3",16.7551640678631,16.8437238501728,16.928654149019,16.916055427961,16.7881630616496,16.7872800625977,16.7464840666045,16.7178095156748,16.9580125118146,16.8107617718281,16.7842115691872,16.8310543141205,16.8002085044379,16.7197943950318,16.8618234381706,16.8579082964066
"2516","P30085;P30085-3;P30085-2",15.8175210710005,15.9805050851647,16.0667474411186,16.0690527275493,16.0127939016366,15.8675307242923,16.0561148794934,16.0670267082156,16.0452741287198,15.9337013570661,15.8257554056958,15.9252044557877,15.956994675413,15.8335707779127,15.9985713039307,16.0785461589658
"2517","P30086",17.1766567198856,16.6263523484079,16.4960518241929,16.3859907979802,16.3683183164734,16.4885927605364,16.4101190462936,16.534182489099,17.1263914403594,17.0132474362041,16.9401880775876,17.1987835494433,17.0106240665268,16.9117546313577,16.9219126526321,16.5949984544382
"2518","P30101",16.4250186768657,16.4293627073956,16.434518597471,16.4049599136909,16.3818630659347,16.4148803808138,16.4264513574647,16.4026848743782,16.5953716540959,16.5160911800875,16.5293937009856,16.4682729117283,16.5263569807578,16.3395021538748,16.5229867274951,16.5238949939939
"2519","P30101;Q8NBS3-5;Q8NBS3;Q8NBS3-1;Q8NBS3-4",15.0603875748837,15.2527876511601,15.3976422306794,15.3264222213376,15.3092241401641,15.3009717418769,15.4135227186742,15.3323796485159,14.962082051646,15.2284413607273,14.8750856332166,15.4201618903081,15.0303677831339,15.0529052338366,15.166465196041,15.2384896656471
"2520","P30153",16.1183352813981,15.9227211138427,15.9485730976543,16.0053898270759,16.0477626329644,16.0447898529934,15.9742039700091,16.0410952138693,16.1035315247126,15.9233422210675,16.0059914210542,15.9951430224995,15.8753240796307,16.1323820005381,16.028979230815,15.8983105094998
"2521","P30154-4;P30154;P30154-2;P30154-3",14.191180232774,15.1059028911159,15.1405304753122,15.1127343307091,15.1298903667691,15.4383947990459,15.0647886067292,15.1546576702625,14.1333838105827,14.0536068569139,14.1754591812741,13.8054688036925,14.0062789349482,14.1308370848797,14.2531430858157,15.044642028092
"2522","P30154-4;P30154;P30154-2;P30154-3;P30154-5",13.42599563107,14.0316443954439,14.2638105026756,13.9585648122024,14.0808189076875,14.1709001233206,13.9757532509314,14.1761055953057,13.1617262772904,13.6985918874125,13.5966184933538,13.8765470622016,13.4085432325251,13.6489436442899,13.6258218790401,14.0227693032117
"2523","P30260;P30260-2",15.7064872354293,15.2250220329724,15.2697755495489,15.3023997067486,15.3133684539343,15.2890887833547,15.2379670858928,15.4140027316502,15.5388553237677,15.5317492397578,15.5634880332343,15.6023824467455,15.4702651350132,15.3872962276127,15.4579086470851,15.2822026881689
"2524","P30291",18.6239938082265,17.8741242211991,17.9679933550862,17.8952036816695,18.0023437179809,17.9928945005547,17.9943829379623,17.8853649657036,18.4839022895381,18.3562470079288,18.4858715943163,18.500902111178,18.4387239078556,18.6661498414003,18.3429831189898,17.9156035150101
"2525","P30291;P30291-2",15.190993724723,15.3157315823428,15.3219844043575,15.5318754397749,15.3096047431266,15.5441522355556,15.2842770064069,15.5159409863961,15.2253119321002,15.3476301077019,15.4977464283059,15.3827675580383,15.5849344816868,15.19342524704,15.6621423325231,15.317066966958
"2526","P30307-4;P30307-3;P30307-2;P30307",14.4619303405328,14.958620536443,15.3013303804564,15.0870166115581,15.0707886860204,15.3627244759188,14.8228196127173,15.0026148008275,14.9661408390773,14.6070556684683,14.806661948504,14.912992618244,14.807396675635,15.0187037181761,14.8526445154281,14.9735933112592
"2527","P30405",17.3180630381111,17.2585011110298,17.2822337593702,17.1718440868269,17.1426345558703,17.1569954227456,17.2412761761939,17.1442576240296,17.3187719432145,17.2591323185505,17.2675818704313,17.3268400478416,17.456467880273,17.3133352546703,17.3058599127825,17.2771913289236
"2528","P30405;P30405-2",15.7571574627778,15.7811397116585,15.7319353571985,15.7290389067979,15.8132902727014,15.8322744302035,15.7807807436808,15.7043263398273,15.7677694092752,15.6466269852779,15.9742025864974,15.8054756905594,15.8581337666654,15.8275039432367,15.901039976917,15.7326085369285
"2529","P30414",15.223601101272,15.3522529497197,15.4512142767664,15.5125324130086,15.2983597966283,15.2600020009226,15.3717798293656,15.361425716605,15.3331725576729,15.2510156233581,15.1167865573433,15.1966784716452,15.2967574782451,15.1001551582554,15.2044428782991,15.4473655961981
"2530","P30419",16.3497909341801,15.7662701694676,15.9089764844984,15.9355987700188,15.7795459533773,15.8072273965395,15.7004384569566,15.8476130785795,16.4400391520922,16.3951243142167,16.6076044449346,16.5525651681427,16.4181761081435,16.5275943168406,16.2851602863828,15.791149127266
"2531","P30419;P30419-2",16.4569562644104,16.1160315175352,16.0459386519015,16.1010626006963,16.047710259583,16.0229009653474,16.0768478249854,16.1384468237677,16.5898176188536,16.6473084442046,16.58379977297,16.5368053811566,16.5991298314302,16.3429257925627,16.5000834778655,16.0412911239695
"2532","P30511;P30511-2",13.8133729998927,13.2881207242724,13.4083814861347,13.4063008404875,13.3217089221791,13.570836819365,13.5189203331187,13.3044714541078,13.604222001089,14.0099848343136,13.4985298933858,13.7266848825977,13.9148220492046,13.8693937633478,13.5678081322447,13.3852979520629
"2533","P30511;P30511-3",15.5423365603196,15.5721459524849,15.6031746487764,15.6522622292221,15.3738512703172,15.6054728296263,15.5717407287004,15.6799251130924,15.4019945403641,15.7738651246522,15.3738000601289,15.4823285091376,15.6710952891336,15.3113431863751,15.4802739783789,15.5761745237091
"2534","P30511;P30511-3;P30511-2",13.9718076306193,13.7305226934283,13.7701033098634,13.6411087153598,13.7037017428786,13.7039498862482,13.5830525593013,13.7286784552187,13.8078410507173,13.8541001779314,13.8019185765194,13.9537126310543,13.8582602189,13.9714980600989,13.869284960245,13.6854286285395
"2535","P30519",14.3501523090188,15.9599612334223,15.7587026415364,16.0761420232455,15.8455876939774,15.9501760673044,16.0474250125223,16.0384496516141,14.1871738453973,14.3214191677725,14.4977241841791,14.1156520998992,14.4024528235153,14.2223888311302,14.7737296908523,15.8964900834832
"2536","P30519;P30519-2",15.3455389204752,16.278765232759,16.195941680065,16.0653146446221,16.2199784004761,16.2164368408544,16.1916190899585,16.1305370430308,15.0852339968834,15.3087014730531,15.5116854177444,15.3748353844983,15.4266289025343,15.3377434827211,15.4835795184318,16.1589907206163
"2537","P30520",15.4765133523894,15.0683185574064,15.0455205062497,15.0880197675914,15.0776984925272,15.0846318559505,15.0982849385786,15.1258688109445,15.455230726384,15.4425789501237,15.423025013902,15.4964380632041,15.3890626266085,15.4796464017995,15.3292716576362,15.0882763418202
"2538","P30530-2;P30530",14.5946955132159,14.9349814225823,14.894119351782,14.9886628793063,14.8831163013129,14.9037146311786,14.8576682164892,14.9731308010958,14.6711985195372,14.7286926959953,14.5949928944557,14.5397476799956,14.738921827498,14.4722472632503,14.6911122521248,14.7861900700798
"2539","P30533",16.2292667818676,16.0350697380872,16.1058333493884,16.0402672532944,16.0736458065606,16.0154685905916,16.0708823848168,16.0290793222491,16.297332054492,16.3001000922734,16.1304628294,16.289055638714,16.2981908748776,16.2693932900408,16.1562098273507,16.0016112559718
"2540","P30536",17.0825802073052,16.0488948204752,16.0551013581396,16.1687508320243,16.0054029613554,15.9847977841578,15.9563290574954,16.0200935895266,17.013334088397,17.1552479674288,16.9445964064245,17.0851577537397,17.0648864344363,17.0196975169496,16.9755546023719,16.0483761846031
"2541","P30566",17.1396547148074,16.4548399334024,16.340421994824,16.2409562790371,16.4084037834426,16.387109126813,16.4320577593026,16.354861776612,16.9519946796022,16.8622575402795,16.8357313642648,17.0799622200824,16.8542570263847,17.0180734240916,16.7617453084243,16.4064047794205
"2542","P30566;P30566-2",16.7180962738066,16.2684729728213,16.3225606405705,16.3799328914247,16.2917691034574,16.2471484884843,16.3277323758443,16.3269471543679,16.7592236626459,16.7969016263545,16.6420285328261,16.8269747115491,16.7359147920193,16.7095677662699,16.6325908397589,16.2472528290339
"2543","P30622",14.6054300650234,14.7260297847728,14.547717386909,14.6062281554415,14.5688591968442,14.3692535852914,14.5723377808178,14.5155517885132,14.6510487669222,14.7865195709202,14.6885910532449,14.8700497902008,14.9075790411103,14.6084824426158,14.9087067350381,14.4156857614624
"2544","P30622-2",16.2133636955625,16.0821866303117,14.8691159687317,15.0407971009251,14.9518780408185,15.2513646397557,15.0567134983886,15.2059507465426,15.9194106749752,15.4699164564116,15.5722175141044,15.7549649032852,16.0113607723724,15.4504310029251,15.7304756936821,16.1344450071277
"2545","P30626-3;P30626-2;P30626",16.5418864995717,16.6772357511383,16.681869106584,16.6137141272955,16.6332856991528,16.605534960356,16.5876586479128,16.6526881593513,16.5057036606491,16.6298621165716,16.5046409135709,16.6840247070271,16.615811820173,16.6479170538463,16.5739846354171,16.5572599004045
"2546","P30740",16.7959509713043,16.5179231268625,16.5258705939943,16.5499500553059,16.5757271194763,16.4853015292589,16.5305558883697,16.5895050614123,16.9009105561545,16.8721078972333,16.9126309487583,16.9243916177357,16.900871042033,16.8451088150526,16.9251047658109,16.5058923402754
"2547","P30740;P30740-2",16.5106479116612,16.334669942304,16.2665025918032,16.3276575993456,16.2536158946273,16.3056542250423,16.2693917631323,16.3290297308244,16.5658805839112,16.4932064192285,16.7137133384222,16.5831551444024,16.5508804010716,16.5707175678215,16.6404412479279,16.2543316566127
"2548","P30825",16.5704919893748,16.0364905230261,15.9327961903805,15.8271634299641,15.8735917571517,15.9993343591971,15.9172701234079,15.7648168076306,16.3883916238274,16.2283689837364,16.2821193828503,16.3704917260132,16.5718680188255,16.5162836274081,16.2908496891209,15.9542660543879
"2549","P30837",15.4949023451849,14.920387616785,14.9169163378172,14.9078388845065,14.954009607969,15.0363580219613,14.9670091292751,14.9605128453266,15.4732734251476,15.5319967384817,15.5697365918762,15.5610083766387,15.5464900204518,15.4195043642185,15.4277865417385,14.9127113016722
"2550","P30876",15.1577668577202,14.8806808987811,15.0267516823608,15.0262247932803,14.9942813504919,15.0023513722502,14.9729484864325,14.9638929349173,15.0323011457605,15.1576346955156,15.0997303280033,15.2183024451283,15.1778163376989,15.3186335497453,15.1860497450884,14.930218190033
"2551","P31040",17.7651911849257,17.6625601047728,17.4584369492778,17.537788499215,17.3901100436237,17.6502631100931,17.4637016972823,17.5937300538476,17.8972614472229,17.9978764425731,17.9768949134382,17.9478860441403,17.945683502391,18.0520634120573,17.7822224267065,17.5603932657057
"2552","P31040;P31040-2",16.435684470982,15.757625136692,15.6685482553485,15.7378694012271,15.6250672275706,15.672578848828,15.679091348162,15.6594223780887,16.32699393989,16.3264808136777,16.2302196429071,16.3825123451093,16.4104907845291,16.3117985465493,16.2750352704541,15.7158863354396
"2553","P31040;P31040-2;P31040-3",16.6584134512958,15.7887481571999,15.825158756799,15.8540439657521,15.719461119639,15.7576861345699,15.7152623187287,15.7528182543847,16.4535871662242,16.7600069217289,16.4751446776754,16.7110304303059,16.5122322863882,16.6927724490501,16.400760868594,15.7306281864266
"2554","P31040;P31040-3",12.5316979059674,12.2529642788588,12.4878835918247,12.5720216337723,12.1368010990741,12.0357516015775,12.3843931330452,12.4237649192679,13.104712507485,12.4092715980423,13.0440043615101,12.21593161815,12.8870424666264,12.4794940516528,12.8028711001558,12.4164478984502
"2555","P31146",12.7773661231174,13.3934594632792,13.3690187003976,12.961725376197,13.17819239868,13.2349482463877,13.153912452985,13.1465614415962,12.9667101084792,12.6225162880209,13.0080635156898,12.8986677886097,12.8781936298548,13.0113942360751,12.9701080619182,13.0855469300593
"2556","P31150",15.3364302404765,15.0339808752162,15.1038610131564,15.0512983850727,15.0217230488385,15.0418827650554,14.995606635407,15.0999072639434,15.4629885867559,15.4020795472337,15.3882411152844,15.387284104118,15.3597188853769,15.1942394999533,15.4513722107229,15.1005398434441
"2557","P31152",20.279203689454,19.3162226268879,19.4265903222447,19.6914795243259,19.2235711547895,19.3034989512709,19.3615483967818,19.5346853178624,19.5336800648691,20.3372283606025,19.8429991014729,20.041794794089,19.7045340539663,19.1632881950081,19.7008247572763,19.2916941353839
"2558","P31153",16.9891106235427,16.0715123422506,15.9474530831547,16.0019426353236,16.0624193467073,16.0271989877664,15.9967801610136,15.9698791844174,16.8423624427129,16.8558246728528,16.5409228402533,16.8395045808301,16.7362485534966,16.7928169490801,16.7249075274211,16.1040837886658
"2559","P31153;P31153-2",16.72524432689,15.8102853572402,15.7265572020578,15.6957045765685,15.749831819615,15.8071109147009,15.7932147068945,15.7569351203785,16.6492219187723,16.5622603948137,16.5653100903155,16.7393899900075,16.6784728801819,16.5467351589637,16.4823454587418,15.8739417965599
"2560","P31153;P31153-2;Q00266",16.7218798512948,16.0514884428954,16.0783652506465,16.0139448598744,16.0450931289868,16.2160472973065,15.9578337694338,15.990880305773,16.6851686050543,16.7011003528936,16.6287404607142,16.8435694202418,16.6398348681633,16.6284520886823,16.627410317384,16.0692879229675
